modelo,ano_test,timestamp,real,pred
naive_hd,2018,2018-01-13 04:00:00,24452.0,22586.649681528663
naive_hd,2018,2018-01-13 05:00:00,24303.0,22440.630573248407
naive_hd,2018,2018-01-13 06:00:00,24930.0,22805.012738853504
naive_hd,2018,2018-01-13 07:00:00,26539.0,23616.783439490446
naive_hd,2018,2018-01-13 08:00:00,28350.0,25031.420382165605
naive_hd,2018,2018-01-13 09:00:00,31034.0,27344.936305732484
naive_hd,2018,2018-01-13 10:00:00,33328.0,29084.8025477707
naive_hd,2018,2018-01-13 11:00:00,33998.0,29544.267515923566
naive_hd,2018,2018-01-13 12:00:00,33837.0,29523.59872611465
naive_hd,2018,2018-01-13 13:00:00,34051.0,29638.133757961783
naive_hd,2018,2018-01-13 14:00:00,33580.0,29021.140127388535
naive_hd,2018,2018-01-13 15:00:00,32283.0,27894.445859872612
naive_hd,2018,2018-01-13 16:00:00,31363.0,27205.35668789809
naive_hd,2018,2018-01-13 17:00:00,31130.0,27088.66878980892
naive_hd,2018,2018-01-13 18:00:00,32760.0,27709.242038216562
naive_hd,2018,2018-01-13 19:00:00,33712.0,28469.87261146497
naive_hd,2018,2018-01-13 20:00:00,34044.0,29217.573248407643
naive_hd,2018,2018-01-13 21:00:00,33730.0,29696.108280254775
naive_hd,2018,2018-01-13 22:00:00,32351.0,28591.707006369426
naive_hd,2018,2018-01-13 23:00:00,30229.0,26786.700636942674
naive_hd,2018,2018-01-14 00:00:00,27927.0,25004.05095541401
naive_hd,2018,2018-01-14 01:00:00,25579.0,23316.114649681527
naive_hd,2018,2018-01-14 02:00:00,23887.0,22072.248407643314
naive_hd,2018,2018-01-14 03:00:00,22968.0,21330.394904458597
naive_hd,2018,2018-01-14 04:00:00,22367.0,20964.225053503185
naive_hd,2018,2018-01-14 05:00:00,22345.0,20878.768577070063
naive_hd,2018,2018-01-14 06:00:00,22849.0,21047.20382165605
naive_hd,2018,2018-01-14 07:00:00,23666.0,21241.31210191083
naive_hd,2018,2018-01-14 08:00:00,24472.0,21858.541401273884
naive_hd,2018,2018-01-14 09:00:00,26437.0,23626.821656050954
naive_hd,2018,2018-01-14 10:00:00,29091.0,25313.76433121019
naive_hd,2018,2018-01-14 11:00:00,30443.0,26153.31210191083
naive_hd,2018,2018-01-14 12:00:00,30689.0,26408.821656050954
naive_hd,2018,2018-01-14 13:00:00,31383.0,26828.33121019108
naive_hd,2018,2018-01-14 14:00:00,31230.0,26760.292993630574
naive_hd,2018,2018-01-14 15:00:00,29789.0,25744.191082802547
naive_hd,2018,2018-01-14 16:00:00,28694.0,25147.980891719744
